gene ID,gene name,mRNA,miRNAs
ENSG00000151292,CSNK1G3,ENST00000361991.6,-
ENSG00000151292,CSNK1G3,ENST00000360683.6,-
ENSG00000151292,CSNK1G3,ENST00000515322.2,-
ENSG00000178860,MSC,ENST00000325509.5,hsa-miR-146a-5p
ENSG00000108389,MTMR4,ENST00000579925.5,-
ENSG00000108389,MTMR4,ENST00000682306.1,"hsa-miR-103a-3p,hsa-miR-26a-5p,hsa-miR-125b-5p,hsa-miR-193b-3p"
ENSG00000108389,MTMR4,ENST00000323456.9,hsa-miR-26a-5p
ENSG00000108389,MTMR4,ENST00000582663.5,-
ENSG00000108389,MTMR4,ENST00000582390.5,-
ENSG00000108389,MTMR4,ENST00000579921.1,-
ENSG00000165066,NKX6-3,ENST00000518699.4,-
ENSG00000165066,NKX6-3,ENST00000524115.2,-
ENSG00000196993,NPIPB9,ENST00000357796.7,-
ENSG00000196993,NPIPB9,ENST00000550983.1,-
ENSG00000164096,C4orf3,ENST00000504110.2,hsa-miR-16-5p
ENSG00000164096,C4orf3,ENST00000399075.6,-
ENSG00000184363,PKP3,ENST00000534401.5,-
ENSG00000184363,PKP3,ENST00000533249.5,-
ENSG00000184363,PKP3,ENST00000527442.5,-
ENSG00000184363,PKP3,ENST00000528036.5,-
ENSG00000184363,PKP3,ENST00000331563.7,-
ENSG00000184363,PKP3,ENST00000531857.1,-
